epoch,comp_time,val_metric_1,val_metric_2,FL_comm_cost_up,FL_comm_cost_down,FL_comm_cost,FL_query_times,LLM_comm_cost_up,LLM_comm_cost_down,LLM_comm_cost,LLM_query_times
0,20.270955562591553,-0.04325556354222611,val_metric_2,0.0019073486328125,0.0019073486328125,0.003814697265625,1,LLM_comm_cost_F,LLM_comm_cost_B,LLM_comm_cost,200
1,38.339476108551025,-0.04872348128358742,val_metric_2,0.003814697265625,0.003814697265625,0.00762939453125,2,LLM_comm_cost_F,LLM_comm_cost_B,LLM_comm_cost,400
